id,label
1,0.9999979734420776
10,2.3878395463174107e-13
100,0.9981467723846436
1000,0.9997825026512146
10000,0.9469393491744995
10001,0.010507081635296345
10002,4.221963536110707e-06
10003,0.1016261875629425
10004,0.9262041449546814
10005,2.14268221221392e-11
10006,2.479579279679456e-06
10007,1.167123355116928e-05
10008,1.0918491666345176e-09
10009,0.4801463484764099
1001,0.004804742522537708
10010,0.9984217882156372
10011,7.660417509214312e-07
10012,3.5938165865445626e-07
10013,0.9658761024475098
10014,0.0018419674597680569
10015,0.9999682903289795
10016,0.9787167906761169
10017,0.022076735273003578
10018,2.264491882897346e-07
10019,1.0067293204044266e-14
1002,0.995859682559967
10020,1.886153597752127e-07
10021,4.4541880583892635e-07
10022,0.9931768178939819
10023,0.9954324960708618
10024,0.9992430210113525
10025,2.143386154784821e-06
10026,0.7007838487625122
10027,0.9979323148727417
10028,4.782063734764857e-16
10029,0.999987006187439
1003,0.9988089799880981
10030,0.9999371767044067
10031,0.05136028304696083
10032,0.9980822801589966
10033,0.958034098148346
10034,0.0001896105386549607
10035,0.9975147247314453
10036,0.9999065399169922
10037,0.0018298894865438342
10038,0.9711219668388367
10039,0.9996098875999451
1004,0.9998949766159058
10040,0.002492136089131236
10041,0.7681349515914917
10042,0.9988465309143066
10043,1.0
10044,5.041260919824708e-06
10045,0.9994845390319824
10046,0.8912532925605774
10047,0.9942120909690857
10048,0.9999973773956299
10049,2.001834218390286e-06
1005,2.5293772788927183e-18
10050,3.403329742468486e-07
10051,2.7102567301540148e-08
10052,9.394772959581132e-09
10053,0.596981942653656
10054,0.005198385566473007
10055,6.150953635319922e-10
10056,0.8650773167610168
10057,0.8686724901199341
10058,0.9998522996902466
10059,0.9985716342926025
1006,0.9874419569969177
10060,0.9998669624328613
10061,0.6422044634819031
10062,1.3886905847471098e-08
10063,0.9997685551643372
10064,0.9996809959411621
10065,0.0029144566506147385
10066,0.00589267211034894
10067,1.5017055375210475e-05
10068,6.942220664996057e-08
10069,9.917938470493937e-09
1007,0.9996663331985474
10070,5.868721619783912e-10
10071,1.2374702373918467e-09
10072,0.28901857137680054
10073,0.038296736776828766
10074,7.460600977878939e-15
10075,0.32480672001838684
10076,7.829473958054223e-08
10077,8.580866017737776e-10
10078,0.9960970282554626
10079,3.365768463936547e-07
1008,0.2739621102809906
10080,0.8789304494857788
10081,0.9784890413284302
10082,0.9999938011169434
10083,1.6844687422690185e-07
10084,0.9643139839172363
10085,0.9990459084510803
10086,0.9999822378158569
10087,0.9990847110748291
10088,3.1991195632109564e-16
10089,1.1479364125932534e-08
1009,0.9996166229248047
10090,0.9989206790924072
10091,0.008987211622297764
10092,0.9999157190322876
10093,3.0558461316942953e-10
10094,0.9999595880508423
10095,7.254598435821075e-16
10096,0.5314650535583496
10097,0.5667882561683655
10098,0.9999252557754517
10099,0.9869999289512634
101,2.2144695321912877e-06
1010,0.9358620643615723
10100,0.0018502146704122424
10101,0.9997895359992981
10102,1.1019674062140439e-08
10103,2.8600771750930676e-10
10104,0.9998445510864258
10105,0.9990890026092529
10106,0.26772457361221313
10107,0.022874146699905396
10108,7.703811206738465e-07
10109,8.161549214236175e-11
1011,1.19475657811563e-07
10110,0.9989953637123108
10111,0.00029665997135452926
10112,6.510501862067031e-07
10113,0.998859167098999
10114,0.7739789485931396
10115,6.204572287060728e-07
10116,0.9969587326049805
10117,0.00021507999917957932
10118,0.008977008052170277
10119,1.7449991673856857e-06
1012,0.00024325396225322038
10120,2.210801907320069e-20
10121,1.5699526713764902e-16
10122,0.0004346673667896539
10123,0.12894965708255768
10124,0.999637246131897
10125,1.0361235069922259e-07
10126,1.083257087004276e-13
10127,0.004810594953596592
10128,0.00011297810851829126
10129,0.996778666973114
1013,9.244271268471493e-07
10130,6.447724445024505e-05
10131,0.8374069929122925
10132,0.46950557827949524
10133,0.9999998807907104
10134,0.9993512034416199
10135,0.9997188448905945
10136,0.9977570176124573
10137,1.2613604383204802e-08
10138,0.9999247789382935
10139,0.0075091952458024025
1014,0.9988991022109985
10140,0.22043859958648682
10141,0.9995275735855103
10142,0.269884318113327
10143,0.998760461807251
10144,0.6074349284172058
10145,7.339116564253345e-06
10146,0.9137575030326843
10147,0.9970876574516296
10148,0.9961064457893372
10149,1.7188119372235633e-08
1015,5.368071470002178e-06
10150,8.456160685454961e-06
10151,5.213137654891398e-08
10152,0.03507911413908005
10153,0.0006405080202966928
10154,0.004094074945896864
10155,0.9527441263198853
10156,0.00022457263548858464
10157,0.9725570678710938
10158,0.000576944905333221
10159,0.9777870178222656
1016,2.308931243533152e-06
10160,2.1798380203108536e-06
10161,6.391197530319914e-05
10162,0.999922513961792
10163,1.0
10164,0.9867454171180725
10165,0.9483808875083923
10166,0.9993962049484253
10167,0.9998383522033691
10168,0.12280680984258652
10169,0.9855016469955444
1017,4.362343133834656e-06
10170,0.0001341167080681771
10171,7.231746312896803e-09
10172,0.9999939203262329
10173,1.1127522514531307e-11
10174,0.9997256398200989
10175,0.0006808906910009682
10176,0.9963250756263733
10177,0.9999390840530396
10178,0.7178324460983276
10179,0.9990653395652771
1018,0.6175750494003296
10180,3.8734549434593646e-07
10181,0.9973598122596741
10182,5.143609427271656e-10
10183,0.0026657816488295794
10184,5.151961204319377e-07
10185,0.00011385238758521155
10186,0.9939185380935669
10187,0.998610258102417
10188,0.20868605375289917
10189,0.9993346333503723
1019,0.999881386756897
